"Task","ID","Segmenter","Trial","Word","WorldBet","TargetC","TargetV","AudioPrompt","PicturePrompt","TrialXMin","TrialXMax","Repetition","Context","SegmInterval","SegmXMin","SegmXMid","SegmXMax","SegmNotes","Tagger","ConsType","PlaceTrans","TagInterval","TagXMin","TagXMid","TagXMax","burst","burst2","NB","VOT","BurstNotes","VowelContext","Group","Participant","StrictPhonemicAccuracy","PhonemicAccuracy","PeakERB","CentroidERB","CentroidHz","PeakHz","Centroid.kHz","PeakHz.kHz","CentroidERB.c","PeakHz.kHz.c","Centroid.kHz.c","PeakERB.c","Age"
"RealWordRep","002L51FS4","BS","Test2","tent","tEnt","t","E","TENT_H_01_TP2","tent1",152.632564299983,158.459611419538,1,"Response",14,152.632564299983,153.832529573517,155.03249484705,"","AJ","Stop","t",2,152.632564299983,153.832529573517,155.03249484705,153.467081845262,NA,NA,153.520517862996,"","Front","NH","002L",1,1,34.3,31.5779699728229,7457.85753161794,9173,7.45785753161794,9.173,7.6442934485989,6.48010077120823,4.03212992301671,10.8202570694087,"51"
"RealWordRep","002L51FS4","BS","Test4","teddy bear","tEdibEr","t","E","TDBR_H_02_TP2","TEDY_03",168.383623583701,169.721115302293,1,"Response",20,168.383623583701,169.052369442997,169.721115302293,"","AJ","Stop","t",4,168.383623583701,169.052369442997,169.721115302293,168.473258711834,NA,NA,168.591733301019,"","Front","NH","002L",1,1,34.9,27.950963862778,5732.97445822317,969,5.73297445822317,0.969,4.01728733855407,-1.72389922879177,2.30724684962193,11.4202570694087,"51"
"RealWordRep","002L51FS4","BS","Test14","tongue","tVN","t","V","TNGE_H_01_TP2","TNGE_02",240.632474127688,241.930177469826,1,"Response",48,240.632474127688,241.281325798757,241.930177469826,"","AJ","Stop","t",6,240.632474127688,241.281325798757,241.930177469826,240.948381553484,NA,NA,240.990558383595,"","Back","NH","002L",1,1,32.4,30.3129977016361,6369.34716033539,7309,6.36934716033539,7.309,6.3793211774122,4.61610077120823,2.94361955173415,8.92025706940874,"51"
"RealWordRep","002L51FS4","BS","Test15","cookie","kUki","k","U","CKIE_H_01_TP2","CKIE_02",244.77554626658,257.262307854652,1,"Response",50,244.77554626658,245.563380504165,246.351214741749,"","AJ","Stop","k",8,244.77554626658,245.563380504165,246.351214741749,245.225114430085,245.198360664257,NA,245.313437699866,"","Back","NH","002L",1,1,22.4,23.5063904535456,3196.85351424457,2323,3.19685351424457,2.323,-0.427286070678317,-0.369899228791774,-0.228874094356669,-1.07974293059126,"51"
"RealWordRep","002L51FS4","BS","Test18","tape","tep","t","e","TAPE_H_01_TP2","TAPE_01",269.36372533361,270.940659132746,1,"Response",60,269.36372533361,270.152192233178,270.940659132746,"","AJ","Stop","t",10,269.36372533361,270.152192233178,270.940659132746,269.844954385335,NA,NA,269.935885835395,"","Front","NH","002L",1,1,32.1,25.4495472574758,4421.87915717949,933,4.42187915717949,0.933,1.51587073325181,-1.75989922879177,0.99615154857825,8.62025706940874,"51"
"RealWordRep","002L51FS4","BS","Test21","toaster","tost6r","t","o","TSTR_H_01_TP2","toaster1",284.405351485706,285.95614972127,1,"Response",68,284.405351485706,285.180750603488,285.95614972127,"","AJ","Stop","t",12,284.405351485706,285.180750603488,285.95614972127,284.679747022799,NA,NA,284.804338739863,"","Back","NH","002L",1,1,33.8,30.8529473436819,6844.77564257849,8651,6.84477564257849,8.651,6.91927081945793,5.95810077120823,3.41904803397725,10.3202570694087,"51"
"RealWordRep","002L51FS4","BS","Test23","candle","kaend6l","k","ae","CNDL_H_03_TP2","candle1",292.406194326046,293.884113303179,1,"Response",72,292.406194326046,293.145153814612,293.884113303179,"","AJ","Stop","k",14,292.406194326046,293.145153814612,293.884113303179,292.832181705756,NA,NA,292.925545057529,"","Front","NH","002L",1,1,25.1,23.9220583089432,3460.77097201477,927,3.46077097201477,0.927,-0.0116182152807802,-1.76589922879177,0.0350433634135352,1.62025706940874,"51"
"RealWordRep","002L51FS4","BS","Test24","table","tebl","t","e","TABL_H_01_TP2","TABL_01",297.008955125998,298.326602911315,1,"Response",74,297.008955125998,297.667779018656,298.326602911315,"","AJ","Stop","t",16,297.008955125998,297.667779018656,298.326602911315,297.245022739307,NA,NA,297.338249678794,"","Front","NH","002L",1,1,32.1,26.8143627974665,4758.244603458,951,4.758244603458,0.951,2.88068627324254,-1.74189922879177,1.33251699485676,8.62025706940874,"51"
"RealWordRep","002L51FS4","BS","Test26","toothbrush","tuTbrVS","t","u","THBR_H_01_TP2","toothbrush1",304.705109405249,306.009578879592,1,"Response",78,304.705109405249,305.35734414242,306.009578879592,"","AJ","Stop","t",18,304.705109405249,305.35734414242,306.009578879592,304.808967688187,NA,NA,304.86380153004,"","Back","NH","002L",1,1,33.9,30.2063397483648,6415.06480358931,8641,6.41506480358931,8.641,6.27266322414082,5.94810077120823,2.98933719498807,10.4202570694087,"51"
"RealWordRep","002L51FS4","BS","Test27","candy","kaendi","k","ae","CNDY_H_01_TP2","CNDY_02",308.320740348853,309.612245712169,1,"Response",80,308.320740348853,308.966493030511,309.612245712169,"","AJ","Stop","k",20,308.320740348853,308.966493030511,309.612245712169,308.592289792274,NA,NA,308.736620314793,"","Front","NH","002L",1,1,25.4,25.1967702037371,3513.7469025774,3307,3.51374690257741,3.307,1.2630936795132,0.614100771208226,0.0880192939761675,1.92025706940874,"51"
"RealWordRep","002L51FS4","BS","Test28","cat","kaet","k","ae","CATT_H_01_TP2","CATT_02",315.527680513714,326.496690275,1,"Response",82,315.527680513714,316.301790030471,317.075899547228,"noise","AJ","Stop","k",22,315.527680513714,316.301790030471,317.075899547228,315.898194486396,NA,NA,315.958536671499,"","Front","NH","002L",1,1,26.8,24.5495042549212,3467.65861974901,3965,3.46765861974901,3.965,0.61582773069728,1.27210077120823,0.0419310111477693,3.32025706940874,"51"
"RealWordRep","002L51FS4","BS","Test35","cup","kVp","k","V","CUPP_H_01_TP2","CUPP_01",369.582185659795,371.541627977054,1,"Response",104,369.582185659795,370.561906818424,371.541627977054,"","AJ","Stop","k",24,369.582185659795,370.561906818424,371.541627977054,370.062572207375,NA,NA,370.119299608905,"Clipping","Back","NH","002L",1,1,18.6,19.5712722556805,1826.44389852674,1383,1.82644389852675,1.383,-4.36240426854343,-1.30989922879177,-1.59928371007449,-4.87974293059126,"51"
"RealWordRep","002L51FS4","BS","Test38","tooth","tuT","t","u","TOTH_H_01_TP2","TOTH_01",386.576660500706,388.202467239314,1,"Response",112,386.576660500706,387.38956387001,388.202467239314,"","AJ","Stop","t",26,386.576660500706,387.38956387001,388.202467239314,387.082393621448,NA,NA,387.188113718821,";a bit affricate like","Back","NH","002L",1,1,27.7,26.4627527195086,4517.29297273947,4299,4.51729297273947,4.299,2.52907619528468,1.60610077120823,1.09156536413823,4.22025706940874,"51"
"RealWordRep","002L51FS4","BS","Test46","car","kar","k","ar","CARR_H_03_TP2","CARR_03",510.7995344658,512.119199947878,1,"Response",134,510.7995344658,511.459367206839,512.119199947878,"","AJ","Stop","k",28,510.7995344658,511.459367206839,512.119199947878,511.134031418818,NA,NA,511.211400871726,"","Back","NH","002L",1,1,18.3,18.2853197097415,1403.29011992765,1392,1.40329011992765,1.392,-5.64835681448249,-1.30089922879177,-2.02243748867358,-5.17974293059126,"51"
"RealWordRep","002L51FS4","BS","Test50","coat","kot","k","o","COAT_H_01_TP2","coat_01",533.135734628016,534.807658265874,1,"Response",144,533.135734628016,533.971696446945,534.807658265874,"","AJ","Stop","k",30,533.135734628016,533.971696446945,534.807658265874,533.556998308514,NA,NA,533.621098937821,"","Back","NH","002L",1,1,20.9,21.3466304908573,2142.55460643206,1933,2.14255460643206,1.933,-2.58704603336667,-0.759899228791774,-1.28317300216918,-2.57974293059126,"51"
"RealWordRep","002L51FS4","BS","Test52","take","tek","t","e","TAKE_H_01_TP2","take",543.118507539397,545.179289536606,1,"Response",148,543.118507539397,544.148898538001,545.179289536606,"","AJ","Stop","t",32,543.118507539397,544.148898538001,545.179289536606,543.542911092069,NA,NA,543.680081746549,"","Front","NH","002L",1,1,31.6,29.2134761738292,5681.50668092571,6688,5.68150668092571,6.688,5.27979964960522,3.99510077120823,2.25577907232447,8.12025706940874,"51"
"RealWordRep","002L51FS4","BS","Test53","tickle","tIkl","t","I","TCKL_H_02_TP2","TCKL_01",547.710017911212,549.068924455435,1,"Response",150,547.710017911212,548.389471183323,549.068924455435,"","AJ","Stop","t",34,547.710017911212,548.389471183323,549.068924455435,548.303858228703,NA,NA,548.363083803322,"","Front","NH","002L",1,1,32.3,29.9713412348203,6365.72473256328,7193,6.36572473256328,7.193,6.03766471059632,4.50010077120823,2.93999712396204,8.82025706940874,"51"
"RealWordRep","002L51FS4","BS","Test54","cutting","kVtIN","k","V","CTNG_H_01_TP2","cutting2",551.606060655722,555.906575964369,1,"Response",152,551.606060655722,552.25732638762,552.908592119518,"","AJ","Stop","k",36,551.606060655722,552.25732638762,552.908592119518,552.042251892414,NA,NA,552.120309259409,"","Back","NH","002L",1,1,15,20.9945227767839,2582.90516389765,938,2.58290516389765,0.938,-2.93915374744002,-1.75489922879177,-0.842822444703589,-8.47974293059126,"51"
"RealWordRep","002L51FS4","BS","Test57","kitty","kIti","k","I","KTTY_H_01_TP2","kitty1",580.119248244675,581.298216818904,1,"Response",164,580.119248244675,580.70873253179,581.298216818904,"","AJ","Stop","k",38,580.119248244675,580.70873253179,581.298216818904,580.489285279745,NA,NA,580.563925338036,"","Front","NH","002L",1,1,26.9,27.1068900073537,4591.21409887138,3890,4.59121409887138,3.89,3.17321348312973,1.19710077120823,1.16548649027014,3.42025706940874,"51"
"RealWordRep","002L51FS4","BS","Test58","catch","kaetS","k","ae","CTCH_H_02_TP2","catch1",593.326644901156,595.268611888212,1,"Response",166,593.326644901156,594.297628394684,595.268611888212,"","AJ","Stop","k",40,593.326644901156,594.297628394684,595.268611888212,593.829187975202,NA,NA,593.933627555705,"","Front","NH","002L",1,1,19.3,21.7505323596808,2378.72463558912,1554,2.37872463558912,1.554,-2.18314416454317,-1.13889922879177,-1.04700297301212,-4.17974293059126,"51"
"RealWordRep","002L51FS4","BS","Test61","kitchen","kItSIn","k","I","KCHN_H_02_TP2","KCHN_01",606.908144420666,608.050715898187,1,"Response",172,606.908144420666,607.479430159426,608.050715898187,"","AJ","Stop","k",42,606.908144420666,607.479430159426,608.050715898187,607.281672709699,NA,NA,607.383510906027,"","Front","NH","002L",1,1,26.1,25.5846588558222,3593.62346995548,3648,3.59362346995548,3.648,1.65098233159822,0.955100771208226,0.167895861354241,2.62025706940874,"51"
"RealWordRep","002L51FS4","BS","Test64","comb","kom","k","o","COMB_H_04_TP2","comb2",619.490905204545,621.048037902594,1,"Response",178,619.490905204545,620.269471553569,621.048037902594,"","AJ","Stop","k",44,619.490905204545,620.269471553569,621.048037902594,619.893178295354,NA,NA,619.999346263328,"","Back","NH","002L",1,1,20,20.1031305893466,1823.72258919597,1770,1.82372258919597,1.77,-3.83054593487739,-0.922899228791774,-1.60200501940527,-3.47974293059126,"51"
"RealWordRep","002L51FS4","BS","Test67","cake","kek","k","e","CAKE_H_01_TP2","CAKE_01",631.746433060254,633.127781754072,1,"Response",184,631.746433060254,632.437107407163,633.127781754072,"","AJ","Stop","k",48,631.746433060254,632.437107407163,633.127781754072,632.088509028417,NA,NA,632.180090702948,"","Front","NH","002L",1,1,31.2,28.6158802776153,5215.47262285165,5803,5.21547262285165,5.803,4.68220375339131,3.11010077120823,1.78974501425041,7.72025706940874,"51"
"RealWordRep","002L51FS4","BS","Test70","tummy","tVmi","t","V","TMMY_H_01_TP2","TMMY_01",646.024569552872,647.144705103401,1,"Response",190,646.024569552872,646.584637328136,647.144705103401,"","AJ","Stop","t",50,646.024569552872,646.584637328136,647.144705103401,646.255183570719,NA,NA,646.287257939169,"","Back","NH","002L",1,1,15,24.4002829748497,3736.33217801317,927,3.73633217801317,0.927,0.466606450625715,-1.76589922879177,0.310604569411934,-8.47974293059126,"51"
"RealWordRep","002L51FS4","BS","Test71","toast","tost","t","o","TOST_H_01_TP2","TOST_01",649.301193530102,650.796878251383,1,"Response",192,649.301193530102,650.049035890742,650.796878251383,"","AJ","Stop","t",52,649.301193530102,650.049035890742,650.796878251383,649.624996649987,NA,NA,649.710944822373,"","Back","NH","002L",1,1,27.2,27.6397773248406,4901.3103451236,4077,4.9013103451236,4.077,3.70610080061665,1.38410077120823,1.47558273652236,3.72025706940874,"51"
"RealWordRep","002L51FS4","BS","Test72","tiger","taIg6r","t","aI","TIGR_H_01_TP2","tiger2",652.764286124166,654.066962052766,1,"Response",194,652.764286124166,653.415624088466,654.066962052766,"","AJ","Stop","t",54,652.764286124166,653.415624088466,654.066962052766,653.011715911505,NA,NA,653.072851791383,"","Back","NH","002L",1,1,26.8,24.5271759538685,3854.76224349106,927,3.85476224349107,0.927,0.593499429644574,-1.76589922879177,0.429034634889828,3.32025706940874,"51"
"RealWordRep","002L51FS4","BS","Test73","keys","kiz","k","i","KEYS_H_02_TP2","keys1",655.781174171064,657.252083837585,1,"Response",196,655.781174171064,656.516629004324,657.252083837585,"","AJ","Stop","k:$t",56,655.781174171064,656.516629004324,657.252083837585,656.091163619858,NA,NA,656.26219287334,"","Front","NH","002L",0,1,31.9,30.0480004715455,6009.75815425001,7168,6.00975815425001,7.168,6.11432394732158,4.47510077120823,2.58403054564877,8.42025706940874,"51"
"RealWordRep","002L51FS4","BS","Test75","cookie","kUki","k","U","CKIE_H_03_TP2","CKIE_03",662.234543651412,663.212155715806,1,"Response",200,662.234543651412,662.723349683609,663.212155715806,"","AJ","Stop","k",58,662.234543651412,662.723349683609,663.212155715806,662.553244144055,NA,NA,662.62519864161,"","Back","NH","002L",1,1,22.4,22.456411358989,2409.63174650072,2236,2.40963174650072,2.236,-1.47726516523492,-0.456899228791773,-1.01609586210052,-1.07974293059126,"51"
"RealWordRep","002L51FS4","BS","Test79","tongue","tVN","t","V","TNGE_H_03_TP2","TNGE_01",842.468999999945,843.940376097897,1,"Response",208,842.468999999945,843.204688048921,843.940376097897,"","AJ","Stop","t",60,842.468999999945,843.204688048921,843.940376097897,842.975033715608,NA,NA,843.097153346439,"","Back","NH","002L",1,1,27.7,25.6150826524098,3983.47198486009,4344,3.98347198486009,4.344,1.68140612818581,1.65110077120823,0.557744376258857,4.22025706940874,"51"
"RealWordRep","002L51FS4","BS","Test81","tent","tEnt","t","E","TENT_H_02_TP2","tent2",849.324008638413,850.732152150067,1,"Response",212,849.324008638413,850.02808039424,850.732152150067,"","AJ","Stop","t",62,849.324008638413,850.02808039424,850.732152150067,849.577967359024,NA,NA,849.636980045351,"","Front","NH","002L",1,1,30.7,27.9627915701663,5301.33013296447,5986,5.30133013296447,5.986,4.02911504594235,3.29310077120823,1.87560252436323,7.22025706940874,"51"
"RealWordRep","002L51FS4","BS","Test82","teddy bear","tEdibEr","t","E","TDBR_H_05_TP2","TEDY_02",852.670660425692,853.9488627934,1,"Response",214,852.670660425692,853.309761609546,853.9488627934,"","AJ","Stop","t",64,852.670660425692,853.309761609546,853.9488627934,852.861097714492,NA,NA,852.953252088105,"","Front","NH","002L",1,1,31.4,30.5069448545804,6412.87614043771,6409,6.41287614043771,6.409,6.57326833035649,3.71610077120823,2.98714853183647,7.92025706940874,"51"
"RealWordRep","002L63FS6","MK","Test1","candy","kaendi","k","ae","Candy_TP3","CNDY_01",80.6204610042722,82.3660648265712,1,"Response",10,80.6204610042722,81.4932629154217,82.3660648265712,"noise","AJ","Stop","k",2,80.6204610042722,81.4932629154217,82.3660648265712,81.0349094868764,NA,NA,81.1300387596899,"","Front","NH","002L",1,1,28.2,27.6792636811568,4635.45776031447,4556,4.63545776031447,4.556,3.74558715693287,1.86310077120823,1.20973015171323,4.72025706940874,"63"
"RealWordRep","002L63FS6","MK","Test7","teddy bear","tEdibEr","t","E","TDBR_H_02_TP2","TEDY_01",136.904050119242,138.582452404903,1,"Response",32,136.904050119242,137.743251262073,138.582452404903,"","AJ","Stop","t",4,136.904050119242,137.743251262073,138.582452404903,137.288057569063,NA,NA,137.382957681969,"","Front","NH","002L",1,1,26.3,28.1246087993688,5063.38845763019,3714,5.06338845763019,3.714,4.19093227514486,1.02110077120823,1.63766084902896,2.82025706940874,"63"
"RealWordRep","002L63FS6","MK","Test11","tummy","tVmi","t","V","TMMY_H_02_TP2","TMMY_01",170.44745905028,172.154706209044,1,"Response",46,170.44745905028,171.301082629662,172.154706209044,"","AJ","Stop","t",6,170.44745905028,171.301082629662,172.154706209044,170.908697943236,170.88841903091,NA,170.990718943021,"","Back","NH","002L",1,1,31.5,29.5067873932262,5695.66600333219,4896,5.69566600333219,4.896,5.57311086900228,2.20310077120823,2.26993839473095,8.02025706940874,"63"
"RealWordRep","002L63FS6","MK","Test18","toaster","tost6r","t","o","TSTR_H_02_TP2","toaster1",213.421808441099,215.289124523352,1,"Response",64,213.421808441099,214.355466482225,215.289124523352,"","AJ","Stop","t",8,213.421808441099,214.355466482225,215.289124523352,213.815785911248,NA,NA,213.89997720147,"","Back","NH","002L",1,1,31.8,29.9161304141252,6107.96374300625,6831,6.10796374300625,6.831,5.98245388990123,4.13810077120823,2.68223613440501,8.32025706940874,"63"
"RealWordRep","002L63FS6","MK","Test27","cookie","kUki","k","U","CKIE_H_01_TP2","CKIE_02",263.501463034487,265.208242772656,1,"Response",84,263.501463034487,264.354852903571,265.208242772656,"noise","AJ","Stop","k",10,263.501463034487,264.354852903571,265.208242772656,263.853047454959,NA,NA,263.95868319695,"","Back","NH","002L",1,1,22.2,21.4982745942577,2292.18246461714,2306,2.29218246461714,2.306,-2.43540192996626,-0.386899228791774,-1.1335451439841,-1.27974293059126,"63"
"RealWordRep","002L63FS6","MK","Test31","coffee","kafi","k","a","CFEE_H_03_TP2","coffee5",281.494945150807,289.304035756858,3,"UnpromptedResponse",96,287.803607414982,288.55382158592,289.304035756858,"","AJ","Stop","k",12,287.803607414982,288.55382158592,289.304035756858,288.21790478768,NA,NA,288.42523627558,"","Back","NH","002L",1,1,18.4,18.6091843920934,1489.21926915806,1443,1.48921926915806,1.443,-5.32449213213058,-1.24989922879177,-1.93650833944317,-5.07974293059126,"63"
"RealWordRep","002L63FS6","MK","Test32","cat","kaet","k","ae","CATT_H_02_TP2","CATT_01",297.716190000821,299.709211798331,1,"Response",98,297.716190000821,298.712700899576,299.709211798331,"","AJ","Stop","k",14,297.716190000821,298.712700899576,299.709211798331,298.121915699925,NA,NA,298.20705906877,"","Front","NH","002L",1,1,25.8,25.0738855872529,3579.46416831379,3468,3.57946416831379,3.468,1.14020906302899,0.775100771208226,0.153736559712554,2.32025706940874,"63"
"RealWordRep","002L63FS6","MK","Test35","tiger","taIg6r","t","aI","TIGR_H_02_TP2","tiger2",311.234561293161,312.942092392194,1,"Response",104,311.234561293161,312.088326842677,312.942092392194,"","AJ","Stop","t",16,311.234561293161,312.088326842677,312.942092392194,311.610943685264,NA,NA,311.664302992763,"","Back","NH","002L",1,1,31.5,28.3955403244616,5364.4593463515,6667,5.3644593463515,6.667,4.46186380023762,3.97410077120823,1.93873173775026,8.02025706940874,"63"
"RealWordRep","002L63FS6","MK","Test37","tent","tEnt","t","E","TENT_H_01_TP2","tent1",320.258412029736,324.710305487022,2,"UnpromptedResponse",110,323.184498057409,323.947401772216,324.710305487022,"","AJ","Stop","t",18,323.184498057409,323.947401772216,324.710305487022,323.630940524021,NA,NA,323.689867403226,"","Front","NH","002L",1,1,33,30.3664654434274,6545.61380242055,6938,6.54561380242055,6.938,6.43278891920347,4.24510077120823,3.11988619381931,9.52025706940874,"63"
"RealWordRep","002L63FS6","MK","Test38","kitchen","kItSIn","k","I","KCHN_H_01_TP2","KCHN_01",328.526082869876,330.214486889852,1,"Response",112,328.526082869876,329.370284879864,330.214486889852,"","AJ","Stop","k",20,328.526082869876,329.370284879864,330.214486889852,328.874753544384,NA,NA,328.996171710063,"","Front","NH","002L",1,1,25.5,25.3134281911376,3467.73875689738,3352,3.46773875689738,3.352,1.37975166691361,0.659100771208226,0.0420111482961385,2.02025706940874,"63"
"RealWordRep","002L63FS6","MK","Test41","teacher","titS6r","t","i","Teacher_TP3","teacher9",343.370523020686,345.094882576273,1,"Response",118,343.370523020686,344.232702798479,345.094882576273,"","AJ","Stop","t",22,343.370523020686,344.232702798479,345.094882576273,343.722801835168,NA,NA,343.791185760266,"","Front","NH","002L",1,1,26.4,25.5469322311817,3947.64665716162,3763,3.94764665716162,3.763,1.61325570695772,1.07010077120823,0.521919048560385,2.92025706940874,"63"
"RealWordRep","002L63FS6","MK","Test46","toothbrush","tuTbrVS","t","u","THBR_H_02_TP2","toothbrush2",365.618008063408,367.744885799084,1,"Response",128,365.618008063408,366.681446931246,367.744885799084,"","AJ","Stop","t",24,365.618008063408,366.681446931246,367.744885799084,366.056246740438,NA,NA,366.17248408039,"","Back","NH","002L",1,1,27.8,26.9290248604149,4144.72330180692,4417,4.14472330180692,4.417,2.995348336191,1.72410077120823,0.71899569320568,4.32025706940874,"63"
"RealWordRep","002L63FS6","MK","Test49","cake","kek","k","e","Cake_TP3","CAKE_01",380.60088060896,382.5947527585,1,"Response",134,380.60088060896,381.59781668373,382.5947527585,"","AJ","Stop","k",26,380.60088060896,381.59781668373,382.5947527585,381.072508364435,NA,NA,381.199288851809,"","Front","NH","002L",1,1,26,24.6599863021808,3179.20346715382,3635,3.17920346715382,3.635,0.726309777956828,0.942100771208226,-0.246524141447419,2.52025706940874,"63"
"RealWordRep","002L63FS6","MK","Test51","tongue","tVN","t","V","TNGE_H_01_TP2","TNGE_01",389.041430222878,390.6089674432,1,"Response",138,389.041430222878,389.825198833039,390.6089674432,"","AJ","Stop","t",28,389.041430222878,389.825198833039,390.6089674432,389.399062647319,NA,NA,389.510950556468,"","Back","NH","002L",1,1,30.7,27.9908081157976,4902.73186807715,5880,4.90273186807715,5.88,4.05713159157367,3.18710077120823,1.47700425947591,7.22025706940874,"63"
"RealWordRep","002L63FS6","MK","Test52","keys","kiz","k","i","KEYS_H_02_TP2","keys1",393.010782364784,394.736452527543,1,"Response",140,393.010782364784,393.873617446163,394.736452527543,"","AJ","Stop","k",30,393.010782364784,393.873617446163,394.736452527543,393.409854035765,NA,NA,393.589544316816,"","Front","NH","002L",1,1,26.6,26.2931401373833,3885.10195837154,3874,3.88510195837154,3.874,2.3594636131594,1.18110077120823,0.459374349770303,3.12025706940874,"63"
"RealWordRep","002L63FS6","MK","Test55","tickle","tIkl","t","I","TCKL_H_01_TP2","TCKL_01",411.957832977391,418.000880162538,1,"Response",148,411.957832977391,412.797910418846,413.637987860301,"","AJ","Stop","t",32,411.957832977391,412.797910418846,413.637987860301,412.405524392773,NA,NA,412.503555723365,"","Front","NH","002L",1,1,31.8,27.382145287944,5041.02773607761,6716,5.04102773607761,6.716,3.44846876372003,4.02310077120823,1.61530012747637,8.32025706940874,"63"
"RealWordRep","002L63FS6","MK","Test58","cousin","kVzIn","k","V","Cousin_TP3","cousin1",438.064428518107,439.572180715953,1,"Response",160,438.064428518107,438.81830461703,439.572180715953,"","AJ","Stop","k",34,438.064428518107,438.81830461703,439.572180715953,438.510635757612,NA,NA,438.586120312859,"","Back","NH","002L",1,1,19.5,19.6471585048276,1769.3084950272,1670,1.7693084950272,1.67,-4.28651801939631,-1.02289922879177,-1.65641911357404,-3.97974293059126,"63"
"RealWordRep","002L63FS6","MK","Test62","take","tek","t","e","TAKE_H_02_TP2","take4",463.222295391844,464.957723980128,1,"Response",170,463.222295391844,464.090009685986,464.957723980128,"","AJ","Stop","t",36,463.222295391844,464.090009685986,464.957723980128,463.719777718498,NA,NA,463.888268390023,"","Front","NH","002L",1,1,25.9,27.7233762411223,4682.78944919516,3529,4.68278944919516,3.529,3.78969971689839,0.836100771208226,1.25706184059393,2.42025706940874,"63"
"RealWordRep","002L63FS6","MK","Test64","toast","tost","t","o","TOST_H_04_TP2","TOST_01",472.469705354955,474.872412259723,1,"Response",174,472.469705354955,473.671058807339,474.872412259723,"","AJ","Stop","t",38,472.469705354955,473.671058807339,474.872412259723,473.057237908114,NA,NA,473.125292817807,"","Back","NH","002L",1,1,26.5,27.918475562332,5098.73164538861,3738,5.09873164538861,3.738,3.98479903810802,1.04510077120823,1.67300403678737,3.02025706940874,"63"
"RealWordRep","002L63FS6","MK","Test65","kitten","kIt6n","k","I","Kitten_TP3","Kitten1",476.871453614216,478.986210855676,1,"Response",176,476.871453614216,477.928832234946,478.986210855676,"","AJ","Stop","k",40,476.871453614216,477.928832234946,478.986210855676,477.464018559191,NA,NA,477.556027672426,"","Front","NH","002L",1,1,26.4,25.4364560941072,3523.38854396987,3881,3.52338854396987,3.881,1.50277956988328,1.18810077120823,0.0976609353686344,2.92025706940874,"63"
"RealWordRep","002L63FS6","MK","Test68","table","tebl","t","e","TABL_H_02_TP2","TABL_02",490.501972781402,492.338932113293,1,"Response",182,490.501972781402,491.420452447347,492.338932113293,"","AJ","Stop","t",42,490.501972781402,491.420452447347,492.338932113293,490.976118674107,NA,NA,491.045500099867,"","Front","NH","002L",1,1,33.4,30.3143064529359,6285.36527594658,7883,6.28536527594659,7.883,6.38062992871198,5.19010077120823,2.85963766734535,9.92025706940874,"63"
"RealWordRep","002L63FS6","MK","Test70","coat","kot","k","o","COAT_H_02_TP2","coat1",504.767549000511,506.541132109754,1,"Response",188,504.767549000511,505.654340555133,506.541132109754,"","AJ","Stop","k",44,504.767549000511,505.654340555133,506.541132109754,505.168691605127,NA,NA,505.246950293345,"","Back","NH","002L",1,1,22.6,21.8191886281729,2462.60556659717,2325,2.46260556659717,2.325,-2.114487896051,-0.367899228791774,-0.963122042004065,-0.879742930591263,"63"
"RealWordRep","002L63FS6","MK","Test72","comb","kom","k","o","COMB_H_02_TP2","comb2",512.536180522998,514.309632463605,1,"Response",192,512.536180522998,513.422906493301,514.309632463605,"","AJ","Stop","k",46,512.536180522998,513.422906493301,514.309632463605,513.028220935245,NA,NA,513.168321381098,"","Back","NH","002L",1,1,21,20.5368722788648,2036.04627898114,1948,2.03604627898114,1.948,-3.39680424535912,-0.744899228791774,-1.3896813296201,-2.47974293059126,"63"
"RealWordRep","002L63FS6","MK","Test73","candle","kaend6l","k","ae","Candle_TP3","candle1",516.343552810891,518.239792819377,1,"Response",194,516.343552810891,517.291672815134,518.239792819377,"","AJ","Stop","k",48,516.343552810891,517.291672815134,518.239792819377,516.755819304989,NA,NA,516.878370181406,"","Front","NH","002L",1,1,25.4,24.9321352314308,3250.73253121858,3345,3.25073253121858,3.345,0.99845870720684,0.652100771208227,-0.174995077382654,1.92025706940874,"63"
"RealWordRep","002L63FS6","MK","Test76","cutting","kVtIN","k","V","CTNG_H_01_TP2","cutting2",528.433554269399,530.100426422831,1,"Response",200,528.433554269399,529.266990346115,530.100426422831,"","AJ","Stop","k",50,528.433554269399,529.266990346115,530.100426422831,528.903371547618,NA,NA,529.01045094943,"","Back","NH","002L",1,1,22.8,20.9548851843184,2162.63577761834,927,2.16263577761834,0.927,-2.9787913399055,-1.76589922879177,-1.2630918309829,-0.67974293059126,"63"
"RealWordRep","002L63FS6","MK","Test77","towel","taU6l","t","aU","Towel_TP3","Towel1",532.058305810462,533.583537975249,1,"Response",202,532.058305810462,532.820921892855,533.583537975249,"","AJ","Stop","t",52,532.058305810462,532.820921892855,533.583537975249,532.513004570807,NA,NA,532.619588744589,"","Back","NH","002L",1,1,31.6,27.6821931954106,5491.83145323418,927,5.49183145323418,0.927,3.74851667118661,-1.76589922879177,2.06610384463295,8.12025706940874,"63"
