"Task","ID","Segmenter","Trial","Word","WorldBet","TargetC","TargetV","AudioPrompt","PicturePrompt","TrialXMin","TrialXMax","Repetition","Context","SegmInterval","SegmXMin","SegmXMid","SegmXMax","SegmNotes","Tagger","ConsType","PlaceTrans","TagInterval","TagXMin","TagXMid","TagXMax","burst","burst2","NB","VOT","BurstNotes","VowelContext","Group","Participant","StrictPhonemicAccuracy","PhonemicAccuracy","PeakERB","CentroidERB","CentroidHz","PeakHz","Centroid.kHz","PeakHz.kHz","CentroidERB.c","PeakHz.kHz.c","Centroid.kHz.c","PeakERB.c","Age"
"RealWordRep","058L48FS4","BS","Test66","coffee","kafi","k","a","CFEE_H_01_TP2","coffee2",858.254404629718,861.699946227741,1,"Response",172,858.254404629718,858.964495239273,859.674585848828,"","AJ","Stop","k",44,858.254404629718,858.964495239273,859.674585848828,858.472218571274,NA,NA,858.595229852221,"","Back","NH","058L",1,1,15,19.2664094057799,1847.52279121382,927,1.84752279121382,0.927,-4.66726711844402,-1.76589922879177,-1.57820481738741,-8.47974293059126,"48"
"RealWordRep","058L48FS4","BS","Test68","take","tek","t","e","TAKE_H_01_TP2","take",868.178323492979,869.953550016867,1,"Response",178,868.178323492979,869.065936754923,869.953550016867,"","AJ","Stop","t",46,868.178323492979,869.065936754923,869.953550016867,868.466629825804,NA,NA,868.610013759549,"","Front","NH","058L",1,1,24.7,24.4749231018189,3776.33582840755,3020,3.77633582840755,3.02,0.541246577594997,0.327100771208226,0.35060821980631,1.22025706940874,"48"
"RealWordRep","058L48FS4","BS","Test69","keys","kiz","k","i","KEYS_H_02_TP2","keys1",872.017707759866,873.336447463325,1,"Response",180,872.017707759866,872.677077611595,873.336447463325,"","AJ","Stop","k",48,872.017707759866,872.677077611595,873.336447463325,872.35579438023,NA,NA,872.409671997454,"","Front","NH","058L",1,1,28.5,25.1591839380278,3769.17231206478,943,3.76917231206478,0.943,1.22550741380386,-1.74989922879177,0.343444703463538,5.02025706940874,"48"
"RealWordRep","058L48FS4","BS","Test70","toothbrush","tuTbrVS","t","u","THBR_H_01_TP2","toothbrush1",883.227530560661,884.816780972523,1,"UnpromptedResponse",182,883.227530560661,884.022155766592,884.816780972523,"","AJ","Stop","t",50,883.227530560661,884.022155766592,884.816780972523,883.647581524256,NA,NA,883.78347597229,"","Back","NH","058L",1,1,31.3,27.8210464958451,4901.89589618976,3101,4.90189589618976,3.101,3.88736997162116,0.408100771208226,1.47616828758853,7.82025706940874,"48"
"RealWordRep","058L48FS4","BS","Test72","cup","kVp","k","V","CUPP_H_01_TP2","CUPP_01",990.70687898899,992.211594804475,1,"Response",186,990.70687898899,991.459236896732,992.211594804475,"","AJ","Stop","k",52,990.70687898899,991.459236896732,992.211594804475,991.051858036136,NA,NA,991.188659166784,"","Back","NH","058L",1,1,21.2,21.1077806448591,2140.50126532314,1908,2.14050126532314,1.908,-2.82589587936487,-0.784899228791774,-1.2852263432781,-2.27974293059126,"48"
"RealWordRep","058L48FS4","BS","Test73","cat","kaet","k","ae","CATT_H_01_TP2","CATT_02",994.732239367902,996.236955183388,1,"Response",188,994.732239367902,995.484597275645,996.236955183388,"","AJ","Stop","k",54,994.732239367902,995.484597275645,996.236955183388,995.022294923505,NA,NA,995.164742830466,"","Front","NH","058L",1,1,26.5,25.0137091033024,3878.29896354873,927,3.87829896354873,0.927,1.08003257907841,-1.76589922879177,0.452571354947488,3.02025706940874,"48"
"RealWordRep","058L48FS4","BS","Test74","car","kar","k","ar","CARR_H_03_TP2","CARR_03",998.859041262466,1000.09324636955,1,"Response",190,998.859041262466,999.476143816008,1000.09324636955,"","AJ","Stop","k",56,998.859041262466,999.476143816008,1000.09324636955,999.043821517902,NA,NA,999.125363543267,"","Back","NH","058L",1,1,20,20.1859180950539,1922.45292081879,1772,1.92245292081879,1.772,-3.74775842917007,-0.920899228791774,-1.50327468778245,-3.47974293059126,"48"
"RealWordRep","058L48FS4","BS","Test76","tent","tEnt","t","E","TENT_H_02_TP2","tent2",1006.84213434319,1008.48210551288,1,"Response",194,1006.84213434319,1007.66211992803,1008.48210551288,"","AJ","Stop","t",58,1006.84213434319,1007.66211992803,1008.48210551288,1007.09686043055,NA,NA,1007.24801027321,"","Front","NH","058L",1,1,15,23.7618936319017,3890.23247650084,927,3.89023247650084,0.927,-0.171782892322216,-1.76589922879177,0.464504867899601,-8.47974293059126,"48"
"RealWordRep","058L48FS4","BS","Test85","cookie","kUki","k","U","CKIE_H_03_TP2","CKIE_03",1040.56815370069,1041.9207072427,1,"Response",212,1040.56815370069,1041.24443047169,1041.9207072427,"","AJ","Stop","k",60,1040.56815370069,1041.24443047169,1041.9207072427,1040.74810573804,NA,NA,1040.86667634803,"","Back","NH","058L",1,1,18.4,18.4011157049895,1517.72152329995,1366,1.51772152329995,1.366,-5.53256081923449,-1.32689922879177,-1.90800608530129,-5.07974293059126,"48"
"RealWordRep","058L48FS4","BS","Test87","tongue","tVN","t","V","TNGE_H_03_TP2","TNGE_01",1048.25046516713,1049.58611178987,1,"Response",216,1048.25046516713,1048.9182884785,1049.58611178987,"","AJ","Stop","t",64,1048.25046516713,1048.9182884785,1049.58611178987,1048.46248408844,NA,NA,1048.58427075795,"","Back","NH","058L",1,1,15,20.7038367666504,2468.7260286919,927,2.4687260286919,0.927,-3.22983975757356,-1.76589922879177,-0.957001579909341,-8.47974293059126,"48"
"RealWordRep","063L47FS4","MK","Test4","tent","tEnt","t","E","TENT_H_01_TP2","tent1",131.685808519272,132.947197617269,1,"Response",20,131.685808519272,132.316503068271,132.947197617269,"","AJ","Stop","t",2,131.685808519272,132.316503068271,132.947197617269,132.026441728141,NA,NA,132.138725238523,"","Front","NH","063L",1,1,15,21.3092360394184,2525.68725195941,927,2.52568725195941,0.927,-2.62444048480558,-1.76589922879177,-0.900040356641826,-8.47974293059126,"47"
"RealWordRep","063L47FS4","MK","Test6","cookie","kUki","k","U","CKIE_H_01_TP2","CKIE_02",159.925899442413,161.3694553064,1,"Response",30,159.925899442413,160.647677374407,161.3694553064,"noise","AJ","Stop","k",4,159.925899442413,160.647677374407,161.3694553064,160.319647538722,NA,NA,160.367881284033,"BackgroundNoise;preceding burst;and midword;may need to exclude","Back","NH","063L",1,1,17.2,18.1248267386645,1544.61181460563,1198,1.54461181460563,1.198,-5.80884978555946,-1.49489922879177,-1.88111579399561,-6.27974293059126,"47"
"RealWordRep","063L47FS4","MK","Test9","tongue","tVN","t","V","TNGE_H_01_TP2","TNGE_02",174.150224546227,175.554974590856,1,"Response",36,174.150224546227,174.852599568542,175.554974590856,"","AJ","Stop","t",8,174.150224546227,174.852599568542,175.554974590856,174.573269267342,NA,NA,174.737201587302,"","Back","NH","063L",1,1,31.3,24.6034354629691,3631.00023982229,927,3.63100023982229,0.927,0.669758938745186,-1.76589922879177,0.205272631221051,7.82025706940874,"47"
"RealWordRep","063L47FS4","MK","Test19","keys","kiz","k","i","KEYS_H_02_TP2","keys1",230.277485766078,231.883510315988,1,"Response",60,230.277485766078,231.080498041033,231.883510315988,"","AJ","Stop","k",10,230.277485766078,231.080498041033,231.883510315988,230.731661076802,NA,NA,230.830394010478,"","Front","NH","063L",1,1,25.5,25.1949104351861,3420.89276056113,3299,3.42089276056113,3.299,1.26123391096212,0.606100771208226,-0.00483484804010281,2.02025706940874,"47"
"RealWordRep","063L47FS4","MK","Test20","catch","kaetS","k","ae","CTCH_H_02_TP2","catch1",234.557689138992,235.843277211719,1,"Response",62,234.557689138992,235.200483175355,235.843277211719,"","AJ","Stop","k",12,234.557689138992,235.200483175355,235.843277211719,234.954952363402,NA,NA,235.015192985714,"Clipping","Front","NH","063L",1,1,24.8,23.9734908766273,3104.68650367715,3096,3.10468650367715,3.096,0.0398143524033081,0.403100771208226,-0.321041104924085,1.32025706940874,"47"
"RealWordRep","063L47FS4","MK","Test21","tickle","tIkl","t","I","TCKL_H_02_TP2","TCKL_01",241.245421865407,242.676682841601,1,"Response",64,241.245421865407,241.961052353504,242.676682841601,"","AJ","Stop","t",14,241.245421865407,241.961052353504,242.676682841601,241.602728686886,NA,NA,241.700980870544,"","Front","NH","063L",1,1,15,22.3459408784316,2875.17580402601,927,2.87517580402601,0.927,-1.58773564579238,-1.76589922879177,-0.550551804575232,-8.47974293059126,"47"
"RealWordRep","063L47FS4","MK","Test22","kitty","kIti","k","I","KTTY_H_01_TP2","kitty1",245.003643435946,246.223210296764,1,"Response",66,245.003643435946,245.613426866355,246.223210296764,"","AJ","Stop","k",16,245.003643435946,245.613426866355,246.223210296764,245.348048591596,NA,NA,245.452430453865,"","Front","NH","063L",1,1,25.5,23.7510389666491,3210.7099308721,927,3.2107099308721,0.927,-0.182637557574875,-1.76589922879177,-0.215017677729139,2.02025706940874,"47"
"RealWordRep","063L47FS4","MK","Test26","take","tek","t","e","TAKE_H_01_TP2","take",282.269367782343,283.751345323272,1,"Response",78,282.269367782343,283.010356552808,283.751345323272,"","AJ","Stop","t:$k",18,282.269367782343,283.010356552808,283.751345323272,282.627694011307,NA,NA,282.739336481518,"","Front","NH","063L",0,1,15,22.8211811944141,3165.12431288986,953,3.16512431288986,0.953,-1.11249532980989,-1.73989922879177,-0.260603295711377,-8.47974293059126,"47"
"RealWordRep","063L47FS4","MK","Test28","cup","kVp","k","V","CUPP_H_01_TP2","CUPP_01",291.847494038358,301.591257711751,3,"UnpromptedResponse",86,300.452283480612,301.021770596181,301.591257711751,"","AJ","Stop","k",20,300.452283480612,301.021770596181,301.591257711751,300.726256396722,NA,NA,300.874958558136,"","Back","NH","063L",1,1,21.6,20.4128061821491,1921.87575641748,2087,1.92187575641748,2.087,-3.52087034207485,-0.605899228791773,-1.50385185218375,-1.87974293059126,"47"
"RealWordRep","063L47FS4","MK","Test38","coffee","kafi","k","a","CFEE_H_01_TP2","coffee2",364.610717361722,365.882826495863,1,"Response",110,364.610717361722,365.246771928792,365.882826495863,"","AJ","Stop","k",24,364.610717361722,365.246771928792,365.882826495863,364.971732103523,NA,NA,365.094030976305,"","Back","NH","063L",1,1,20.4,19.3277031984932,1650.01611715176,1791,1.65001611715176,1.791,-4.60597332573073,-0.901899228791774,-1.77571149144948,-3.07974293059126,"47"
"RealWordRep","063L47FS4","MK","Test44","tooth","tuT","t","u","TOTH_H_01_TP2","TOTH_01",389.31925232832,390.716702261358,1,"Response",122,389.31925232832,390.017977294839,390.716702261358,"","AJ","Stop","t",26,389.31925232832,390.017977294839,390.716702261358,389.648258576668,NA,NA,389.728879647097,"","Back","NH","063L",1,1,25.9,25.1353231711113,3917.71779715604,955,3.91771779715604,0.955,1.20164664688736,-1.73789922879177,0.491990188554801,2.42025706940874,"47"
"RealWordRep","063L47FS4","MK","Test45","cat","kaet","k","ae","CATT_H_01_TP2","CATT_02",392.953739825007,394.316923928131,1,"Response",124,392.953739825007,393.635331876569,394.316923928131,"","AJ","Stop","k",28,392.953739825007,393.635331876569,394.316923928131,393.230664969926,NA,NA,393.321495308758,"","Front","NH","063L",1,1,25.3,25.2684987306548,3662.24923575083,3247,3.66224923575083,3.247,1.33482220643083,0.554100771208226,0.236521627149594,1.82025706940874,"47"
"RealWordRep","063L47FS4","MK","Test46","tummy","tVmi","t","V","TMMY_H_01_TP2","TMMY_01",397.835443892324,399.383898711517,1,"Response",126,397.835443892324,398.609671301921,399.383898711517,"","AJ","Stop","t",30,397.835443892324,398.609671301921,399.383898711517,398.157015963984,NA,NA,398.302026157743,"","Back","NH","063L",1,1,27,24.2105435681102,3384.27667737787,933,3.38427667737787,0.933,0.276867043886224,-1.75989922879177,-0.0414509312233671,3.52025706940874,"47"
"RealWordRep","063L47FS4","MK","Test47","toast","tost","t","o","TOST_H_01_TP2","TOST_01",401.636126992903,407.472328164165,1,"Response",128,401.636126992903,402.617882225711,403.59963745852,"noise","AJ","Stop","t",32,401.636126992903,402.617882225711,403.59963745852,402.023107800554,NA,NA,402.09625160209,"","Back","NH","063L",1,1,27.3,25.0933175916336,3431.94841018966,4127,3.43194841018966,4.127,1.15964106740962,1.43410077120823,0.00622080158842575,3.82025706940874,"47"
"RealWordRep","063L47FS4","MK","Test50","table","tebl","t","e","TABL_H_01_TP2","TABL_01",422.895429320845,434.016147462309,1,"Response",138,422.895429320845,423.539996650787,424.18456398073,"","AJ","Stop","t",36,422.895429320845,423.539996650787,424.18456398073,423.157808885702,NA,NA,423.276969347263,"","Front","NH","063L",1,1,15,23.3082293169947,3344.22466911639,927,3.34422466911639,0.927,-0.625447207229275,-1.76589922879177,-0.0815029394848485,-8.47974293059126,"47"
"RealWordRep","063L47FS4","MK","Test51","cutting","kVtIN","k","V","CTNG_H_01_TP2","cutting2",444.233015358816,445.644657739009,1,"Response",144,444.233015358816,444.938836548913,445.644657739009,"","AJ","Stop","k",38,444.233015358816,444.938836548913,445.644657739009,444.551864738082,NA,NA,444.679123414072,"","Back","NH","063L",1,1,21.3,22.1341430108377,2731.1439741587,927,2.7311439741587,0.927,-1.79953351338627,-1.76589922879177,-0.694583634442536,-2.17974293059126,"47"
"RealWordRep","063L47FS4","MK","Test52","coat","kot","k","o","COAT_H_01_TP2","coat_01",449.129062911946,450.605551647168,1,"Response",146,449.129062911946,449.867307279557,450.605551647168,"","AJ","Stop","k",40,449.129062911946,449.867307279557,450.605551647168,449.516087677758,NA,NA,449.670488950516,"","Back","NH","063L",1,1,15,17.3770302421501,1307.44943888153,927,1.30744943888153,0.927,-6.55664628207389,-1.76589922879177,-2.11827816971971,-8.47974293059126,"47"
"RealWordRep","063L47FS4","MK","Test56","kitchen","kItSIn","k","I","KCHN_H_02_TP2","KCHN_01",465.392029931236,466.571315519718,1,"Response",154,465.392029931236,465.981672725477,466.571315519718,"","AJ","Stop","k",42,465.392029931236,465.981672725477,466.571315519718,465.633448439735,NA,NA,465.677554380727,"","Front","NH","063L",1,1,25,24.5457105788724,3260.94365910861,3170,3.26094365910861,3.17,0.612034054648444,0.477100771208226,-0.164783949492627,1.52025706940874,"47"
"RealWordRep","063L47FS4","MK","Test61","tape","tep","t","e","TAPE_H_01_TP2","TAPE_01",487.762411232649,489.174382977359,1,"Response",164,487.762411232649,488.468397105004,489.174382977359,"","AJ","Stop","t",46,487.762411232649,488.468397105004,489.174382977359,488.101197779493,NA,NA,488.234564193932,"","Front","NH","063L",1,1,15,22.3978903819329,3010.3230267005,927,3.0103230267005,0.927,-1.5357861422911,-1.76589922879177,-0.415404581900741,-8.47974293059126,"47"
"RealWordRep","063L47FS4","MK","Test65","candle","kaend6l","k","ae","CNDL_H_03_TP2","candle1",508.261904053757,510.168323098869,1,"Response",174,508.261904053757,509.215113576313,510.168323098869,"","AJ","Stop","k:$t",48,508.261904053757,509.215113576313,510.168323098869,508.709787357006,NA,NA,508.863177111553,"","Front","NH","063L",0,1,27.1,26.5985602714776,4076.26692732058,3957,4.07626692732058,3.957,2.66488374725365,1.26410077120823,0.65053931871934,3.62025706940874,"47"
"RealWordRep","063L47FS4","MK","Test66","toaster","tost6r","t","o","TSTR_H_01_TP2","toaster1",512.659254222763,514.156906224561,1,"Response",176,512.659254222763,513.408080223662,514.156906224561,"","AJ","Stop","t",50,512.659254222763,513.408080223662,514.156906224561,512.95300720857,NA,NA,513.033061440291,"","Back","NH","063L",1,1,23.2,24.5908186309733,3354.05537961448,2485,3.35405537961448,2.485,0.657142106749337,-0.207899228791774,-0.0716722289867588,-0.279742930591258,"47"
"RealWordRep","063L47FS4","MK","Test68","cake","kek","k","e","CAKE_H_01_TP2","CAKE_01",523.631029652302,524.90124906905,1,"Response",180,523.631029652302,524.266139360676,524.90124906905,"","AJ","Stop","k",52,523.631029652302,524.266139360676,524.90124906905,523.899422460994,NA,NA,524.036558774047,"","Front","NH","063L",1,1,25.4,25.2812489838173,3381.78899840727,3288,3.38178899840727,3.288,1.34757245959332,0.595100771208226,-0.0439386101939703,1.92025706940874,"47"
"RealWordRep","063L47FS4","MK","Test72","comb","kom","k","o","COMB_H_04_TP2","comb2",539.045817934422,540.464846715041,1,"Response",188,539.045817934422,539.755332324731,540.464846715041,"","AJ","Stop","k",54,539.045817934422,539.755332324731,540.464846715041,539.389411499039,NA,NA,539.471609187873,"","Back","NH","063L",1,1,19.7,19.2604536559909,1624.95218334837,1694,1.62495218334837,1.694,-4.67322286823305,-0.998899228791774,-1.80077542525287,-3.77974293059126,"47"
"RealWordRep","063L47FS4","MK","Test74","car","kar","k","ar","CARR_H_03_TP2","CARR_03",548.800617649032,550.62263454467,1,"Response",192,548.800617649032,549.711626096851,550.62263454467,"","AJ","Stop","k",56,548.800617649032,549.711626096851,550.62263454467,549.250284335851,NA,NA,549.433403415533,"","Back","NH","063L",1,1,20,19.9243399506654,1745.91300750876,1705,1.74591300750876,1.705,-4.00933657355851,-0.987899228791774,-1.67981460109247,-3.47974293059126,"47"
"RealWordRep","063L47FS4","MK","Test77","tent","tEnt","t","E","TENT_H_02_TP2","tent2",563.068506608801,564.406708804807,1,"Response",198,563.068506608801,563.737607706804,564.406708804807,"","AJ","Stop","t",58,563.068506608801,563.737607706804,564.406708804807,563.361179461704,NA,NA,563.501422721088,"","Front","NH","063L",1,1,15,22.3276336336865,3084.77589688769,983,3.08477589688769,0.983,-1.60604289053741,-1.70989922879177,-0.340951711713552,-8.47974293059126,"47"
"RealWordRep","063L47FS4","MK","Test83","cookie","kUki","k","U","CKIE_H_03_TP2","CKIE_03",589.666358026886,590.961951408302,1,"Response",212,589.666358026886,590.314154717594,590.961951408302,"","AJ","Stop","k",62,589.666358026886,590.314154717594,590.961951408302,589.951617738427,NA,NA,590.027594876779,"","Back","NH","063L",1,1,15.7,16.761206632553,1150.63718240091,993,1.15063718240091,0.993,-7.17246989167095,-1.69989922879177,-2.27509042620033,-7.77974293059126,"47"
"RealWordRep","063L47FS4","MK","Test88","tongue","tVN","t","V","TNGE_H_03_TP2","TNGE_01",609.235152352656,610.380932702872,1,"Response",222,609.235152352656,609.808042527764,610.380932702872,"","AJ","Stop","t",64,609.235152352656,609.808042527764,610.380932702872,609.572950665396,NA,NA,609.640123570375,"","Back","NH","063L",1,1,23,22.6456131137325,2739.06042177165,2433,2.73906042177165,2.433,-1.28806341049141,-0.259899228791774,-0.686667186829584,-0.479742930591261,"47"
"RealWordRep","063L59FS6","MK","Test3","toaster","tost6r","t","o","toaster_TP3b","toaster1",114.319292773619,116.058250729218,1,"Response",16,114.319292773619,115.188771751419,116.058250729218,"","AJ","Stop","t",2,114.319292773619,115.188771751419,116.058250729218,114.708860880578,NA,NA,114.753913230075,"","Back","NH","063L",1,1,26.3,24.1863159547995,3457.87536275905,3573,3.45787536275905,3.573,0.252639430575577,0.880100771208226,0.0321477541578128,2.82025706940874,"59"
"RealWordRep","063L59FS6","MK","Test14","teddy bear","tEdibEr","t","E","teddybear_TP3b","TEDY_01",174.310143639979,175.709237967816,1,"Response",40,174.310143639979,175.009690803897,175.709237967816,"","AJ","Stop","t",4,174.310143639979,175.009690803897,175.709237967816,174.581614304515,NA,NA,174.664883278098,";possibly overlapping","Front","NH","063L",1,1,17.4,23.704345872698,3495.75078487192,1063,3.49575078487192,1.063,-0.229330651525913,-1.62989922879177,0.070023176270686,-6.07974293059126,"59"
"RealWordRep","063L59FS6","MK","Test25","candy","kaendi","k","ae","candy_TP3b","CNDY_01",222.549756220361,223.984270657764,1,"Response",62,222.549756220361,223.267013439063,223.984270657764,"","AJ","Stop","k",6,222.549756220361,223.267013439063,223.984270657764,222.8905977881,NA,NA,222.965654151956,"Clipping;during burst;may need to exclude","Front","NH","063L",1,1,26.3,25.5151076832495,3643.05614214383,3393,3.64305614214383,3.393,1.58143115902552,0.700100771208226,0.217328533542591,2.82025706940874,"59"
"RealWordRep","063L59FS6","MK","Test26","tummy","tVmi","t","V","tummy_TP3b","TMMY_01",228.130378609722,232.763513068206,1,"Response",64,228.130378609722,228.936186102338,229.741993594953,"","AJ","Stop","t",8,228.130378609722,228.936186102338,229.741993594953,228.486695319317,NA,NA,228.611292555969,"","Back","NH","063L",1,1,15,24.9540811832943,4077.69307690551,927,4.07769307690551,0.927,1.02040465907038,-1.76589922879177,0.651965468304275,-8.47974293059126,"59"
"RealWordRep","063L59FS6","MK","Test28","cookie","kUki","k","U","cookie_TP3b","CKIE_02",240.260013762558,241.34563813415,1,"Response",70,240.260013762558,240.802825948354,241.34563813415,"","AJ","Stop","k",10,240.260013762558,240.802825948354,241.34563813415,240.505753898191,NA,NA,240.577739795918,"","Back","NH","063L",1,1,19.7,19.92618018663,1792.43360833382,1665,1.79243360833382,1.665,-4.00749633759393,-1.02789922879177,-1.63329400026742,-3.77974293059126,"59"
"RealWordRep","063L59FS6","MK","Test31","toast","tost","t","o","toast_TP3b","TOST_01",268.917332598557,276.218477915617,1,"Response",76,268.917332598557,269.593604962907,270.269877327256,"","AJ","Stop","t",14,268.917332598557,269.593604962907,270.269877327256,269.187671977403,NA,NA,269.270181239162,"","Back","NH","063L",1,1,15,21.6873901144528,2530.70071023104,927,2.53070071023104,0.927,-2.24628640977114,-1.76589922879177,-0.895026898370199,-8.47974293059126,"59"
"RealWordRep","063L59FS6","MK","Test32","coffee","kafi","k","a","coffee_TP3b","coffee5",279.647029229832,281.086372562831,1,"Response",80,279.647029229832,280.366700896332,281.086372562831,"","AJ","Stop","k",16,279.647029229832,280.366700896332,281.086372562831,280.055790111435,NA,NA,280.219773397097,"","Back","NH","063L",1,1,18.4,18.6439510821156,1542.4485315605,1386,1.5424485315605,1.386,-5.28972544210832,-1.30689922879177,-1.88327907704074,-5.07974293059126,"59"
"RealWordRep","063L59FS6","MK","Test33","tickle","tIkl","t","I","tickle_TP3b","TCKL_01",283.975066625213,285.577826583053,1,"Response",82,283.975066625213,284.776446604133,285.577826583053,"","AJ","Stop","t",18,283.975066625213,284.776446604133,285.577826583053,284.410771592577,NA,NA,284.475932459752,"","Front","NH","063L",1,1,32.8,28.0448290452682,5790.82235380232,7629,5.79082235380232,7.629,4.11115252104422,4.93610077120823,2.36509474520108,9.32025706940874,"59"
"RealWordRep","063L59FS6","MK","Test37","tiger","taIg6r","t","aI","tiger_TP3b","tiger2",304.834555102216,306.200013063115,1,"Response",92,304.834555102216,305.517284082665,306.200013063115,"","AJ","Stop","t",20,304.834555102216,305.517284082665,306.200013063115,305.113799249542,NA,NA,305.260216917598,"","Back","NH","063L",1,1,29.4,26.727321016883,5004.11923912597,927,5.00411923912597,0.927,2.79364449265909,-1.76589922879177,1.57839163052473,5.92025706940874,"59"
"RealWordRep","063L59FS6","MK","Test41","toothbrush","tuTbrVS","t","u","toothbrush_TP3b","toothbrush2",323.438164398228,324.987201861661,1,"Response",100,323.438164398228,324.212683129944,324.987201861661,"","AJ","Stop","t",22,323.438164398228,324.212683129944,324.987201861661,323.730890940051,NA,NA,323.817271386431,"","Back","NH","063L",1,1,15,22.3593552681167,2858.13220771612,932,2.85813220771612,0.932,-1.57432125610729,-1.76089922879177,-0.567595400885114,-8.47974293059126,"59"
"RealWordRep","063L59FS6","MK","Test42","coat","kot","k","o","coat_TP3b","coat1",328.110376112231,329.608359327143,1,"Response",102,328.110376112231,328.859367719687,329.608359327143,"","AJ","Stop","k:$t",24,328.110376112231,328.859367719687,329.608359327143,328.406189213546,NA,NA,328.469941812261,"","Back","NH","063L",0,1,20.4,23.7266146013704,3577.50458526844,1776,3.57750458526844,1.776,-0.207061922853534,-0.916899228791774,0.151776976667202,-3.07974293059126,"59"
"RealWordRep","063L59FS6","MK","Test44","cup","kVp","k","V","cup_TP3b","CUPP_03",336.294562027661,337.175808561417,1,"Response",106,336.294562027661,336.735185294539,337.175808561417,"","AJ","Stop","k",26,336.294562027661,336.735185294539,337.175808561417,336.462954058584,NA,NA,336.534482078269,"Clipping","Back","NH","063L",1,1,20.3,20.6274441101694,1995.32174812378,1770,1.99532174812378,1.77,-3.3062324140545,-0.922899228791774,-1.43040586047746,-3.17974293059126,"59"
"RealWordRep","063L59FS6","MK","Test45","cat","kaet","k","ae","cat_TP3b","CATT_01",339.666026391187,340.923440280763,1,"Response",108,339.666026391187,340.294733335975,340.923440280763,"","AJ","Stop","k",28,339.666026391187,340.294733335975,340.923440280763,339.90772810798,NA,NA,339.960372094822,"","Front","NH","063L",1,1,27.5,24.3782928371203,3460.49278093729,4202,3.46049278093729,4.202,0.444616312896351,1.50910077120823,0.0347651723360518,4.02025706940874,"59"
"RealWordRep","063L59FS6","MK","Test47","cousin","kVzIn","k","V","cousin_TP3b","cousin1",346.683118350744,348.073357651191,1,"Response",112,346.683118350744,347.378238000967,348.073357651191,"","AJ","Stop","k",30,346.683118350744,347.378238000967,348.073357651191,347.065394544544,NA,NA,347.147216620297,"","Back","NH","063L",1,1,21,21.0152139275684,1999.28538676718,1983,1.99928538676718,1.983,-2.91846259665557,-0.709899228791774,-1.42644222183406,-2.47974293059126,"59"
"RealWordRep","063L59FS6","MK","Test48","cake","kek","k","e","cake_TP3b","CAKE_01",350.297924659219,351.440223192707,1,"Response",114,350.297924659219,350.869073925963,351.440223192707,"","AJ","Stop","k",32,350.297924659219,350.869073925963,351.440223192707,350.552949261209,NA,NA,350.668425686394,"","Front","NH","063L",1,1,24.3,22.3163249101156,2510.08032540353,2916,2.51008032540353,2.916,-1.61735161410837,0.223100771208226,-0.915647283197711,0.82025706940874,"59"
"RealWordRep","063L59FS6","MK","Test58","towel","taU6l","t","aU","towel_TP3b","Towel1",403.940574054698,405.172210191851,1,"Response",136,403.940574054698,404.556392123275,405.172210191851,"","AJ","Stop","t",34,403.940574054698,404.556392123275,405.172210191851,404.239307312421,NA,NA,404.347025998987,"","Back","NH","063L",1,1,27,25.8645670781557,4194.57915744019,4009,4.19457915744019,4.009,1.93089055393177,1.31610077120823,0.768851548838954,3.52025706940874,"59"
"RealWordRep","063L59FS6","MK","Test59","comb","kom","k","o","comb_TP3b","comb2",408.564455991219,410.035108766927,1,"Response",138,408.564455991219,409.299782379073,410.035108766927,"noise","AJ","Stop","k",36,408.564455991219,409.299782379073,410.035108766927,408.907194938844,NA,NA,409.022913569963,"Clipping","Back","NH","063L",1,1,20.2,20.0983794798331,1888.51105724798,1800,1.88851105724798,1.8,-3.8352970443908,-0.892899228791774,-1.53721655135326,-3.27974293059126,"59"
"RealWordRep","063L59FS6","MK","Test62","tongue","tVN","t","V","tongue_TP3b","TNGE_01",424.827496552407,426.106689053218,1,"Response",144,424.827496552407,425.467092802813,426.106689053218,"","AJ","Stop","t",38,424.827496552407,425.467092802813,426.106689053218,425.163713750012,NA,NA,425.315467784815,"","Back","NH","063L",1,1,17.4,23.5860064634219,3430.11194671459,1269,3.43011194671459,1.269,-0.347670060802077,-1.42389922879177,0.00438433811334793,-6.07974293059126,"59"
"RealWordRep","063L59FS6","MK","Test64","take","tek","t","e","take_TP3b","take4",432.840420136251,434.416615011916,1,"Response",148,432.840420136251,433.628517574083,434.416615011916,"","AJ","Stop","t",40,432.840420136251,433.628517574083,434.416615011916,433.199518678321,NA,NA,433.387708006279,"","Front","NH","063L",1,1,32,30.3869327083183,6225.36403522838,6490,6.22536403522838,6.49,6.45325618409434,3.79710077120823,2.79963642662714,8.52025706940874,"59"
"RealWordRep","063L59FS6","MK","Test69","kitchen","kItSIn","k","I","kitchen_TP3b","KCHN_01",457.923391671205,459.54386166676,1,"Response",160,457.923391671205,458.733626668983,459.54386166676,"","AJ","Stop","k",42,457.923391671205,458.733626668983,459.54386166676,458.139795839349,NA,NA,458.262570988243,"Clipping","Front","NH","063L",1,1,26.1,26.1061515547779,3908.57789788889,3516,3.90857789788889,3.516,2.17247503055396,0.823100771208226,0.482850289287655,2.62025706940874,"59"
